JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6 HELCOR AIRMASS 
Aperture: 7, Filter: R, JD: geocentric
2457036.31916 -2.8482 0.0094 -3.4080 0.0150 -0.5991 0.0019 -0.5598 0.0176 2.2491 0.0094 2.8089 0.0151 0.00285 1.045 
2457036.31939 -2.8337 0.0096 -3.4114 0.0152 -0.5944 0.0019 -0.5777 0.0179 2.2393 0.0096 2.8170 0.0153 0.00285 1.045 
2457036.31964 -2.8394 0.0092 -3.3951 0.0154 -0.5963 0.0019 -0.5557 0.0179 2.2431 0.0092 2.7988 0.0155 0.00285 1.046 
2457036.31987 -2.8423 0.0094 -3.4296 0.0155 -0.6100 0.0018 -0.5873 0.0181 2.2323 0.0094 2.8196 0.0156 0.00285 1.046 
2457036.32011 -2.8314 0.0095 -3.4156 0.0150 -0.6105 0.0019 -0.5842 0.0177 2.2209 0.0095 2.8051 0.0151 0.00285 1.046 
2457036.32034 -2.8524 0.0093 -3.4238 0.0152 -0.6066 0.0018 -0.5714 0.0178 2.2458 0.0093 2.8172 0.0153 0.00285 1.046 
2457036.32057 -2.8445 0.0094 -3.4166 0.0148 -0.6089 0.0019 -0.5721 0.0175 2.2356 0.0094 2.8077 0.0149 0.00285 1.047 
2457036.32082 -2.8544 0.0092 -3.4125 0.0145 -0.6083 0.0019 -0.5581 0.0171 2.2461 0.0092 2.8042 0.0146 0.00285 1.047 
2457036.32105 -2.8541 0.0095 -3.4251 0.0153 -0.6045 0.0018 -0.5710 0.0180 2.2496 0.0095 2.8206 0.0154 0.00285 1.047 
2457036.32128 -2.8515 0.0095 -3.4227 0.0156 -0.6066 0.0019 -0.5712 0.0182 2.2449 0.0095 2.8161 0.0157 0.00285 1.048 
2457036.32152 -2.8390 0.0094 -3.4285 0.0157 -0.6033 0.0018 -0.5895 0.0182 2.2357 0.0094 2.8252 0.0158 0.00285 1.048 
2457036.32175 -2.8508 0.0092 -3.4255 0.0152 -0.6125 0.0018 -0.5747 0.0177 2.2383 0.0092 2.8130 0.0153 0.00285 1.048 
2457036.32200 -2.8564 0.0096 -3.4308 0.0151 -0.6139 0.0018 -0.5744 0.0178 2.2425 0.0096 2.8169 0.0152 0.00285 1.048 
2457036.32223 -2.8589 0.0095 -3.4467 0.0155 -0.6156 0.0019 -0.5878 0.0181 2.2433 0.0095 2.8311 0.0156 0.00285 1.049 
2457036.32246 -2.8707 0.0095 -3.4385 0.0158 -0.6185 0.0019 -0.5678 0.0184 2.2522 0.0095 2.8200 0.0159 0.00285 1.049 
2457036.32269 -2.8562 0.0097 -3.4270 0.0155 -0.6158 0.0019 -0.5708 0.0182 2.2404 0.0097 2.8112 0.0156 0.00285 1.049 
2457036.32293 -2.8525 0.0092 -3.4242 0.0151 -0.6166 0.0019 -0.5717 0.0176 2.2359 0.0092 2.8076 0.0152 0.00285 1.050 
2457036.32317 -2.8609 0.0096 -3.4149 0.0150 -0.6224 0.0019 -0.5540 0.0178 2.2385 0.0096 2.7925 0.0151 0.00285 1.050 
2457036.32340 -2.8551 0.0094 -3.4283 0.0157 -0.6200 0.0019 -0.5732 0.0182 2.2351 0.0094 2.8083 0.0158 0.00285 1.050 
2457036.32364 -2.8683 0.0100 -3.4307 0.0151 -0.6280 0.0019 -0.5624 0.0181 2.2403 0.0100 2.8027 0.0152 0.00285 1.051 
2457036.32387 -2.8520 0.0091 -3.4301 0.0152 -0.6263 0.0019 -0.5781 0.0177 2.2257 0.0091 2.8038 0.0153 0.00285 1.051 
2457036.32410 -2.8605 0.0096 -3.4292 0.0153 -0.6175 0.0019 -0.5687 0.0180 2.2430 0.0096 2.8117 0.0154 0.00285 1.051 
2457036.32435 -2.8698 0.0096 -3.4493 0.0155 -0.6289 0.0019 -0.5795 0.0182 2.2409 0.0096 2.8204 0.0156 0.00285 1.051 
2457036.32458 -2.8599 0.0097 -3.4312 0.0148 -0.6255 0.0019 -0.5713 0.0176 2.2344 0.0097 2.8057 0.0149 0.00285 1.052 
2457036.32481 -2.8677 0.0095 -3.4411 0.0157 -0.6243 0.0019 -0.5734 0.0183 2.2434 0.0095 2.8168 0.0158 0.00285 1.052 
2457036.32505 -2.8627 0.0096 -3.4383 0.0151 -0.6201 0.0019 -0.5756 0.0178 2.2426 0.0096 2.8182 0.0152 0.00285 1.052 
2457036.32528 -2.8755 0.0095 -3.4338 0.0157 -0.6339 0.0019 -0.5583 0.0183 2.2416 0.0095 2.7999 0.0158 0.00285 1.053 
2457036.32552 -2.8719 0.0094 -3.4529 0.0150 -0.6348 0.0019 -0.5810 0.0176 2.2371 0.0094 2.8181 0.0151 0.00285 1.053 
2457036.32576 -2.8721 0.0094 -3.4258 0.0149 -0.6276 0.0019 -0.5537 0.0176 2.2445 0.0094 2.7982 0.0150 0.00285 1.053 
2457036.32599 -2.8621 0.0093 -3.4462 0.0149 -0.6300 0.0019 -0.5841 0.0175 2.2321 0.0093 2.8162 0.0150 0.00285 1.054 
2457036.32622 -2.8642 0.0093 -3.4451 0.0154 -0.6286 0.0018 -0.5809 0.0179 2.2356 0.0093 2.8165 0.0155 0.00285 1.054 
2457036.32646 -2.8660 0.0095 -3.4296 0.0149 -0.6364 0.0019 -0.5636 0.0176 2.2296 0.0095 2.7932 0.0150 0.00285 1.054 
2457036.32670 -2.8739 0.0095 -3.4821 0.0161 -0.6345 0.0019 -0.6082 0.0186 2.2394 0.0095 2.8476 0.0162 0.00285 1.055 
2457036.32693 -2.8911 0.0099 -3.4369 0.0153 -0.6395 0.0019 -0.5458 0.0182 2.2516 0.0099 2.7974 0.0154 0.00285 1.055 
2457036.32717 -2.8535 0.0093 -3.4713 0.0159 -0.6386 0.0019 -0.6178 0.0184 2.2149 0.0093 2.8327 0.0160 0.00285 1.055 
2457036.32740 -2.8749 0.0095 -3.4479 0.0151 -0.6309 0.0019 -0.5730 0.0178 2.2440 0.0095 2.8170 0.0152 0.00285 1.056 
2457036.32763 -2.8880 0.0094 -3.4650 0.0153 -0.6476 0.0019 -0.5770 0.0179 2.2404 0.0094 2.8174 0.0154 0.00285 1.056 
2457036.32788 -2.8804 0.0097 -3.4464 0.0154 -0.6400 0.0019 -0.5660 0.0181 2.2404 0.0097 2.8064 0.0155 0.00285 1.056 
2457036.32811 -2.8816 0.0096 -3.4643 0.0154 -0.6399 0.0019 -0.5827 0.0181 2.2417 0.0096 2.8244 0.0155 0.00285 1.057 
2457036.32834 -2.8920 0.0096 -3.4748 0.0153 -0.6545 0.0018 -0.5828 0.0180 2.2375 0.0096 2.8203 0.0154 0.00285 1.057 
2457036.32858 -2.8985 0.0098 -3.4494 0.0153 -0.6452 0.0019 -0.5509 0.0181 2.2533 0.0098 2.8042 0.0154 0.00285 1.057 
2457036.32881 -2.8864 0.0094 -3.4559 0.0154 -0.6530 0.0019 -0.5695 0.0180 2.2334 0.0094 2.8029 0.0155 0.00285 1.058 
2457036.32906 -2.8954 0.0099 -3.4467 0.0158 -0.6558 0.0019 -0.5513 0.0186 2.2396 0.0099 2.7909 0.0159 0.00285 1.058 
2457036.32929 -2.8887 0.0097 -3.4555 0.0149 -0.6511 0.0019 -0.5668 0.0177 2.2376 0.0097 2.8044 0.0150 0.00285 1.058 
2457036.32952 -2.9015 0.0098 -3.4621 0.0154 -0.6515 0.0019 -0.5606 0.0182 2.2500 0.0098 2.8106 0.0155 0.00285 1.059 
2457036.32975 -2.8982 0.0097 -3.4695 0.0161 -0.6574 0.0019 -0.5713 0.0187 2.2408 0.0097 2.8121 0.0162 0.00285 1.059 
2457036.32999 -2.9060 0.0098 -3.4637 0.0153 -0.6599 0.0019 -0.5577 0.0181 2.2461 0.0098 2.8038 0.0154 0.00285 1.059 
2457036.33023 -2.8982 0.0097 -3.4573 0.0152 -0.6551 0.0019 -0.5591 0.0180 2.2431 0.0097 2.8022 0.0153 0.00285 1.060 
2457036.33046 -2.8934 0.0098 -3.4819 0.0156 -0.6461 0.0019 -0.5885 0.0184 2.2473 0.0098 2.8358 0.0157 0.00285 1.060 
2457036.33070 -2.9036 0.0098 -3.4586 0.0150 -0.6664 0.0019 -0.5550 0.0179 2.2372 0.0098 2.7922 0.0151 0.00285 1.060 
2457036.33093 -2.8983 0.0094 -3.4786 0.0160 -0.6586 0.0019 -0.5803 0.0185 2.2397 0.0094 2.8200 0.0161 0.00285 1.061 
2457036.33117 -2.8973 0.0097 -3.4883 0.0156 -0.6574 0.0018 -0.5910 0.0183 2.2399 0.0097 2.8309 0.0157 0.00285 1.061 
2457036.33141 -2.8983 0.0095 -3.4715 0.0153 -0.6622 0.0019 -0.5732 0.0180 2.2361 0.0095 2.8093 0.0154 0.00285 1.061 
2457036.33164 -2.9141 0.0096 -3.4881 0.0160 -0.6688 0.0019 -0.5740 0.0186 2.2453 0.0096 2.8193 0.0161 0.00285 1.062 
2457036.33188 -2.9060 0.0097 -3.4718 0.0155 -0.6652 0.0019 -0.5658 0.0182 2.2408 0.0097 2.8066 0.0156 0.00285 1.062 
2457036.33211 -2.9015 0.0097 -3.4874 0.0154 -0.6708 0.0019 -0.5859 0.0181 2.2307 0.0097 2.8166 0.0155 0.00285 1.062 
2457036.33234 -2.9002 0.0094 -3.4704 0.0148 -0.6732 0.0019 -0.5702 0.0175 2.2270 0.0094 2.7972 0.0149 0.00285 1.063 
2457036.33259 -2.9084 0.0097 -3.4802 0.0154 -0.6612 0.0019 -0.5718 0.0181 2.2472 0.0097 2.8190 0.0155 0.00285 1.063 
2457036.33282 -2.9258 0.0096 -3.4718 0.0153 -0.6637 0.0019 -0.5460 0.0180 2.2621 0.0096 2.8081 0.0154 0.00285 1.063 
2457036.33305 -2.9095 0.0094 -3.4805 0.0152 -0.6750 0.0019 -0.5710 0.0178 2.2345 0.0094 2.8055 0.0153 0.00285 1.064 
2457036.33329 -2.9183 0.0096 -3.4943 0.0157 -0.6668 0.0019 -0.5760 0.0184 2.2515 0.0096 2.8275 0.0158 0.00285 1.064 
2457036.33352 -2.9199 0.0095 -3.4838 0.0154 -0.6784 0.0019 -0.5639 0.0180 2.2415 0.0095 2.8054 0.0155 0.00285 1.065 
2457036.33377 -2.9238 0.0098 -3.4790 0.0154 -0.6684 0.0019 -0.5552 0.0182 2.2554 0.0098 2.8106 0.0155 0.00285 1.065 
2457036.33401 -2.9146 0.0091 -3.5097 0.0152 -0.6736 0.0019 -0.5951 0.0177 2.2410 0.0091 2.8361 0.0153 0.00285 1.065 
2457036.33424 -2.9018 0.0094 -3.4798 0.0154 -0.6700 0.0019 -0.5780 0.0180 2.2318 0.0094 2.8098 0.0155 0.00285 1.066 
2457036.33449 -2.9272 0.0097 -3.5071 0.0161 -0.6844 0.0019 -0.5799 0.0187 2.2428 0.0097 2.8227 0.0162 0.00285 1.066 
2457036.33472 -2.9215 0.0097 -3.4930 0.0156 -0.6684 0.0019 -0.5715 0.0183 2.2531 0.0097 2.8246 0.0157 0.00285 1.066 
2457036.33496 -2.9232 0.0097 -3.4956 0.0159 -0.6826 0.0019 -0.5724 0.0186 2.2406 0.0097 2.8130 0.0160 0.00285 1.067 
2457036.33519 -2.9034 0.0095 -3.4862 0.0153 -0.6869 0.0019 -0.5828 0.0180 2.2165 0.0095 2.7993 0.0154 0.00285 1.067 
2457036.33543 -2.9270 0.0095 -3.4830 0.0154 -0.6846 0.0019 -0.5560 0.0180 2.2424 0.0095 2.7984 0.0155 0.00285 1.068 
2457036.33567 -2.9403 0.0093 -3.4989 0.0155 -0.6856 0.0018 -0.5586 0.0180 2.2547 0.0093 2.8133 0.0156 0.00285 1.068 
2457036.33591 -2.9342 0.0098 -3.5026 0.0154 -0.6969 0.0019 -0.5684 0.0182 2.2373 0.0098 2.8057 0.0155 0.00285 1.068 
2457036.33614 -2.9370 0.0097 -3.5341 0.0156 -0.6976 0.0019 -0.5971 0.0183 2.2394 0.0097 2.8365 0.0157 0.00285 1.069 
2457036.33637 -2.9271 0.0094 -3.5024 0.0154 -0.6948 0.0019 -0.5753 0.0180 2.2323 0.0094 2.8076 0.0155 0.00285 1.069 
2457036.33661 -2.9268 0.0094 -3.5125 0.0159 -0.6981 0.0019 -0.5857 0.0184 2.2287 0.0094 2.8144 0.0160 0.00285 1.069 
2457036.33686 -2.9417 0.0095 -3.5083 0.0154 -0.6958 0.0019 -0.5666 0.0180 2.2459 0.0095 2.8125 0.0155 0.00285 1.070 
2457036.33709 -2.9312 0.0094 -3.5134 0.0154 -0.6927 0.0019 -0.5822 0.0180 2.2385 0.0094 2.8207 0.0155 0.00285 1.070 
2457036.33757 -2.9240 0.0096 -3.5175 0.0154 -0.6874 0.0019 -0.5935 0.0181 2.2366 0.0096 2.8301 0.0155 0.00285 1.071 
2457036.34209 -2.9630 0.0093 -3.5453 0.0158 -0.7325 0.0019 -0.5823 0.0183 2.2305 0.0093 2.8128 0.0159 0.00285 1.079 
2457036.34232 -2.9725 0.0098 -3.5265 0.0153 -0.7261 0.0019 -0.5540 0.0181 2.2464 0.0098 2.8004 0.0154 0.00285 1.079 
2457036.34256 -2.9742 0.0098 -3.5421 0.0156 -0.7282 0.0019 -0.5679 0.0184 2.2460 0.0098 2.8139 0.0157 0.00285 1.079 
2457036.34279 -2.9543 0.0096 -3.5359 0.0155 -0.7233 0.0019 -0.5816 0.0182 2.2310 0.0096 2.8126 0.0156 0.00285 1.080 
2457036.34304 -2.9744 0.0096 -3.5397 0.0160 -0.7328 0.0018 -0.5653 0.0187 2.2416 0.0097 2.8069 0.0161 0.00285 1.080 
2457036.34364 -2.9656 0.0098 -3.5436 0.0155 -0.7299 0.0019 -0.5780 0.0183 2.2357 0.0098 2.8137 0.0156 0.00285 1.081 
2457036.34388 -2.9985 0.0097 -3.5733 0.0160 -0.7439 0.0018 -0.5748 0.0187 2.2546 0.0098 2.8294 0.0161 0.00285 1.082 
2457036.34413 -2.9735 0.0095 -3.5386 0.0158 -0.7231 0.0018 -0.5651 0.0184 2.2504 0.0095 2.8155 0.0159 0.00285 1.082 
2457036.34436 -2.9707 0.0098 -3.5496 0.0163 -0.7318 0.0019 -0.5789 0.0190 2.2389 0.0098 2.8178 0.0164 0.00285 1.083 
2457036.34460 -2.9866 0.0094 -3.5483 0.0156 -0.7516 0.0018 -0.5617 0.0182 2.2350 0.0095 2.7967 0.0157 0.00285 1.083 
2457036.34484 -2.9899 0.0093 -3.5429 0.0150 -0.7441 0.0018 -0.5530 0.0176 2.2458 0.0094 2.7988 0.0151 0.00285 1.083 
2457036.34509 -2.9841 0.0091 -3.5515 0.0154 -0.7471 0.0017 -0.5674 0.0179 2.2370 0.0092 2.8044 0.0155 0.00285 1.084 
2457036.34533 -2.9953 0.0095 -3.5521 0.0155 -0.7543 0.0018 -0.5568 0.0182 2.2410 0.0096 2.7978 0.0156 0.00285 1.084 
2457036.34557 -2.9842 0.0093 -3.5666 0.0154 -0.7458 0.0018 -0.5824 0.0180 2.2384 0.0094 2.8208 0.0155 0.00285 1.085 
2457036.34580 -3.0143 0.0097 -3.5681 0.0160 -0.7509 0.0018 -0.5538 0.0187 2.2634 0.0098 2.8172 0.0161 0.00285 1.085 
2457036.34605 -2.9916 0.0095 -3.5788 0.0155 -0.7520 0.0018 -0.5872 0.0182 2.2396 0.0096 2.8268 0.0156 0.00285 1.086 
2457036.34629 -3.0012 0.0094 -3.5708 0.0151 -0.7502 0.0017 -0.5696 0.0178 2.2510 0.0095 2.8206 0.0152 0.00285 1.086 
2457036.34653 -3.0051 0.0097 -3.5998 0.0150 -0.7629 0.0017 -0.5947 0.0179 2.2422 0.0098 2.8369 0.0151 0.00285 1.087 
2457036.34678 -2.9920 0.0093 -3.5793 0.0157 -0.7575 0.0018 -0.5873 0.0182 2.2345 0.0094 2.8218 0.0158 0.00285 1.087 
2457036.34701 -2.9957 0.0095 -3.5633 0.0154 -0.7589 0.0017 -0.5676 0.0181 2.2368 0.0096 2.8044 0.0155 0.00285 1.087 
2457036.34725 -3.0162 0.0094 -3.5702 0.0158 -0.7733 0.0018 -0.5540 0.0184 2.2429 0.0095 2.7969 0.0159 0.00285 1.088 
2457036.34749 -3.0198 0.0094 -3.5751 0.0152 -0.7589 0.0018 -0.5553 0.0179 2.2609 0.0095 2.8162 0.0153 0.00285 1.088 
2457036.34774 -3.0006 0.0093 -3.5946 0.0160 -0.7718 0.0018 -0.5940 0.0185 2.2288 0.0094 2.8228 0.0161 0.00285 1.089 
2457036.34798 -2.9995 0.0093 -3.5824 0.0156 -0.7693 0.0018 -0.5829 0.0182 2.2302 0.0094 2.8131 0.0157 0.00285 1.089 
2457036.34821 -2.9981 0.0095 -3.5635 0.0151 -0.7656 0.0018 -0.5654 0.0178 2.2325 0.0096 2.7979 0.0152 0.00285 1.090 
2457036.34846 -3.0123 0.0095 -3.5882 0.0156 -0.7668 0.0018 -0.5759 0.0183 2.2455 0.0096 2.8214 0.0157 0.00285 1.090 
2457036.34870 -3.0334 0.0095 -3.6036 0.0156 -0.7694 0.0018 -0.5702 0.0183 2.2640 0.0096 2.8342 0.0157 0.00285 1.091 
2457036.34893 -3.0215 0.0098 -3.5870 0.0160 -0.7732 0.0018 -0.5655 0.0188 2.2483 0.0099 2.8138 0.0161 0.00285 1.091 
2457036.34917 -3.0247 0.0094 -3.6016 0.0156 -0.7878 0.0017 -0.5769 0.0182 2.2369 0.0095 2.8138 0.0157 0.00285 1.092 
2457036.34942 -3.0192 0.0095 -3.5903 0.0161 -0.7810 0.0018 -0.5711 0.0187 2.2382 0.0096 2.8093 0.0162 0.00285 1.092 
2457036.34966 -3.0357 0.0097 -3.6153 0.0159 -0.7806 0.0018 -0.5796 0.0186 2.2551 0.0098 2.8347 0.0160 0.00285 1.093 
2457036.34989 -3.0043 0.0093 -3.6003 0.0159 -0.7788 0.0018 -0.5960 0.0184 2.2255 0.0094 2.8215 0.0160 0.00285 1.093 
2457036.35013 -3.0376 0.0098 -3.5758 0.0153 -0.7831 0.0018 -0.5382 0.0182 2.2545 0.0099 2.7927 0.0154 0.00285 1.093 
2457036.35038 -3.0227 0.0095 -3.5998 0.0164 -0.7798 0.0018 -0.5771 0.0190 2.2429 0.0096 2.8200 0.0165 0.00285 1.094 
2457036.35062 -3.0349 0.0096 -3.6005 0.0158 -0.7890 0.0018 -0.5656 0.0185 2.2459 0.0097 2.8115 0.0159 0.00285 1.094 
2457036.35086 -3.0302 0.0097 -3.5967 0.0157 -0.7979 0.0018 -0.5665 0.0185 2.2323 0.0098 2.7988 0.0158 0.00285 1.095 
2457036.35110 -3.0406 0.0096 -3.5737 0.0154 -0.7762 0.0018 -0.5331 0.0181 2.2644 0.0097 2.7975 0.0155 0.00285 1.095 
2457036.35135 -3.0337 0.0091 -3.6324 0.0156 -0.8131 0.0018 -0.5987 0.0181 2.2206 0.0092 2.8193 0.0157 0.00285 1.096 
2457036.35159 -3.0566 0.0097 -3.6163 0.0157 -0.8101 0.0017 -0.5597 0.0185 2.2465 0.0098 2.8062 0.0158 0.00285 1.096 
2457036.35183 -3.0291 0.0098 -3.5956 0.0152 -0.7897 0.0018 -0.5665 0.0181 2.2394 0.0099 2.8059 0.0153 0.00285 1.097 
2457036.35208 -3.0476 0.0096 -3.6221 0.0155 -0.8042 0.0018 -0.5745 0.0182 2.2434 0.0097 2.8179 0.0156 0.00285 1.097 
2457036.35232 -3.0389 0.0095 -3.6154 0.0156 -0.8084 0.0018 -0.5765 0.0183 2.2305 0.0096 2.8070 0.0157 0.00285 1.098 
2457036.35256 -3.0484 0.0093 -3.6032 0.0154 -0.8000 0.0018 -0.5548 0.0180 2.2484 0.0094 2.8032 0.0155 0.00285 1.098 
2457036.35281 -3.0509 0.0095 -3.6130 0.0154 -0.8057 0.0017 -0.5621 0.0181 2.2452 0.0096 2.8073 0.0155 0.00285 1.099 
2457036.35304 -3.0425 0.0095 -3.6093 0.0155 -0.8060 0.0018 -0.5668 0.0182 2.2365 0.0096 2.8033 0.0156 0.00285 1.099 
2457036.35328 -3.0337 0.0094 -3.6289 0.0156 -0.8231 0.0018 -0.5952 0.0182 2.2106 0.0095 2.8058 0.0157 0.00285 1.100 
2457036.35352 -3.0718 0.0096 -3.6171 0.0156 -0.8034 0.0018 -0.5453 0.0183 2.2684 0.0097 2.8137 0.0157 0.00285 1.100 
2457036.35376 -3.0488 0.0094 -3.6212 0.0153 -0.8136 0.0018 -0.5724 0.0180 2.2352 0.0095 2.8076 0.0154 0.00285 1.101 
2457036.35400 -3.0524 0.0094 -3.6210 0.0156 -0.8084 0.0017 -0.5686 0.0182 2.2440 0.0095 2.8126 0.0157 0.00285 1.101 
2457036.35423 -3.0604 0.0096 -3.6290 0.0158 -0.8054 0.0018 -0.5686 0.0185 2.2550 0.0097 2.8236 0.0159 0.00285 1.102 
2457036.35447 -3.0449 0.0093 -3.6173 0.0156 -0.8073 0.0018 -0.5724 0.0182 2.2376 0.0094 2.8100 0.0157 0.00285 1.102 
2457036.35470 -3.0440 0.0094 -3.6348 0.0157 -0.8160 0.0018 -0.5908 0.0183 2.2280 0.0095 2.8188 0.0158 0.00285 1.103 
2457036.35495 -3.0506 0.0097 -3.6505 0.0160 -0.8120 0.0018 -0.5999 0.0187 2.2386 0.0098 2.8385 0.0161 0.00285 1.103 
2457036.35518 -3.0668 0.0095 -3.6234 0.0155 -0.8225 0.0018 -0.5566 0.0182 2.2443 0.0096 2.8009 0.0156 0.00285 1.104 
2457036.35542 -3.0660 0.0095 -3.6492 0.0164 -0.8236 0.0018 -0.5832 0.0190 2.2424 0.0096 2.8256 0.0165 0.00285 1.104 
2457036.35565 -3.0635 0.0099 -3.6467 0.0157 -0.8209 0.0018 -0.5832 0.0186 2.2426 0.0100 2.8258 0.0158 0.00285 1.105 
2457036.35590 -3.0821 0.0097 -3.6351 0.0150 -0.8288 0.0018 -0.5530 0.0179 2.2533 0.0098 2.8063 0.0151 0.00285 1.105 
2457036.35613 -3.0746 0.0095 -3.6608 0.0165 -0.8282 0.0018 -0.5862 0.0190 2.2464 0.0096 2.8326 0.0166 0.00285 1.106 
2457036.35637 -3.0709 0.0096 -3.6207 0.0159 -0.8238 0.0018 -0.5498 0.0186 2.2471 0.0097 2.7969 0.0160 0.00285 1.106 
2457036.35660 -3.0574 0.0094 -3.6419 0.0157 -0.8259 0.0018 -0.5845 0.0183 2.2315 0.0095 2.8160 0.0158 0.00285 1.107 
2457036.35685 -3.0759 0.0098 -3.6353 0.0158 -0.8354 0.0018 -0.5594 0.0186 2.2405 0.0099 2.7999 0.0159 0.00285 1.107 
2457036.35708 -3.0670 0.0096 -3.6456 0.0157 -0.8406 0.0018 -0.5786 0.0184 2.2264 0.0097 2.8050 0.0158 0.00285 1.108 
2457036.35732 -3.0818 0.0095 -3.6444 0.0158 -0.8472 0.0018 -0.5626 0.0184 2.2346 0.0096 2.7972 0.0159 0.00285 1.108 
2457036.35755 -3.0688 0.0096 -3.6389 0.0155 -0.8431 0.0018 -0.5701 0.0182 2.2257 0.0097 2.7958 0.0156 0.00285 1.109 
2457036.35780 -3.0752 0.0097 -3.6355 0.0155 -0.8448 0.0018 -0.5603 0.0183 2.2304 0.0098 2.7907 0.0156 0.00285 1.109 
2457036.35804 -3.0716 0.0093 -3.6505 0.0155 -0.8283 0.0017 -0.5789 0.0181 2.2433 0.0094 2.8222 0.0156 0.00285 1.110 
2457036.35827 -3.1050 0.0097 -3.6675 0.0159 -0.8529 0.0018 -0.5625 0.0186 2.2521 0.0098 2.8146 0.0160 0.00285 1.110 
2457036.35851 -3.0757 0.0097 -3.6564 0.0157 -0.8502 0.0017 -0.5807 0.0185 2.2255 0.0098 2.8062 0.0158 0.00285 1.111 
2457036.35876 -3.0676 0.0091 -3.6563 0.0153 -0.8492 0.0017 -0.5887 0.0178 2.2184 0.0092 2.8071 0.0154 0.00285 1.111 
2457036.35900 -3.0758 0.0097 -3.6671 0.0159 -0.8466 0.0018 -0.5913 0.0186 2.2292 0.0098 2.8205 0.0160 0.00285 1.112 
2457036.35923 -3.0940 0.0096 -3.6463 0.0158 -0.8542 0.0018 -0.5523 0.0185 2.2398 0.0097 2.7921 0.0159 0.00285 1.112 
2457036.35947 -3.1019 0.0095 -3.6518 0.0157 -0.8643 0.0018 -0.5499 0.0184 2.2376 0.0096 2.7875 0.0158 0.00285 1.113 
2457036.35971 -3.0983 0.0096 -3.6722 0.0158 -0.8622 0.0018 -0.5739 0.0185 2.2361 0.0097 2.8100 0.0159 0.00285 1.113 
2457036.35995 -3.1002 0.0096 -3.6530 0.0162 -0.8592 0.0018 -0.5528 0.0188 2.2410 0.0097 2.7938 0.0163 0.00285 1.114 
2457036.36018 -3.1055 0.0098 -3.6715 0.0160 -0.8621 0.0018 -0.5660 0.0188 2.2434 0.0099 2.8094 0.0161 0.00285 1.114 
2457036.36042 -3.0946 0.0096 -3.6903 0.0163 -0.8517 0.0017 -0.5957 0.0189 2.2429 0.0097 2.8386 0.0164 0.00285 1.115 
2457036.36065 -3.1116 0.0097 -3.6678 0.0152 -0.8668 0.0018 -0.5562 0.0180 2.2448 0.0098 2.8010 0.0153 0.00285 1.116 
2457036.36090 -3.1048 0.0097 -3.6756 0.0161 -0.8687 0.0018 -0.5708 0.0188 2.2361 0.0098 2.8069 0.0162 0.00285 1.116 
2457036.36113 -3.1165 0.0093 -3.6702 0.0149 -0.8706 0.0018 -0.5537 0.0176 2.2459 0.0094 2.7996 0.0150 0.00285 1.117 
2457036.36137 -3.1062 0.0098 -3.6747 0.0159 -0.8544 0.0018 -0.5685 0.0187 2.2518 0.0099 2.8203 0.0160 0.00285 1.117 
2457036.36160 -3.1126 0.0094 -3.6920 0.0159 -0.8714 0.0018 -0.5794 0.0185 2.2412 0.0095 2.8206 0.0160 0.00285 1.118 
2457036.36185 -3.1069 0.0095 -3.6788 0.0156 -0.8694 0.0018 -0.5719 0.0183 2.2375 0.0096 2.8094 0.0157 0.00285 1.118 
2457036.36208 -3.1150 0.0095 -3.6909 0.0152 -0.8827 0.0018 -0.5759 0.0179 2.2323 0.0096 2.8082 0.0153 0.00285 1.119 
2457036.36233 -3.1400 0.0097 -3.6969 0.0155 -0.8890 0.0018 -0.5569 0.0183 2.2510 0.0098 2.8079 0.0156 0.00285 1.119 
2457036.36256 -3.1237 0.0101 -3.6980 0.0157 -0.8696 0.0018 -0.5743 0.0187 2.2541 0.0102 2.8284 0.0158 0.00285 1.120 
2457036.36281 -3.1225 0.0095 -3.7072 0.0154 -0.8832 0.0018 -0.5847 0.0181 2.2393 0.0096 2.8240 0.0155 0.00285 1.120 
2457036.36304 -3.1539 0.0136 -3.7412 0.0233 -0.9113 0.0026 -0.5873 0.0269 2.2426 0.0137 2.8299 0.0234 0.00285 1.121 
2457036.36423 -3.1305 0.0092 -3.6869 0.0159 -0.9037 0.0019 -0.5564 0.0184 2.2268 0.0094 2.7832 0.0160 0.00285 1.124 
2457036.36447 -3.1575 0.0093 -3.7033 0.0151 -0.9254 0.0018 -0.5458 0.0177 2.2321 0.0094 2.7779 0.0152 0.00285 1.124 
2457036.36472 -3.1560 0.0097 -3.7290 0.0164 -0.8988 0.0018 -0.5730 0.0191 2.2572 0.0098 2.8302 0.0165 0.00285 1.125 
2457036.36495 -3.1579 0.0097 -3.7381 0.0157 -0.9164 0.0018 -0.5802 0.0185 2.2415 0.0098 2.8217 0.0158 0.00285 1.125 
2457036.36519 -3.1448 0.0096 -3.6939 0.0153 -0.9003 0.0018 -0.5491 0.0181 2.2445 0.0097 2.7936 0.0154 0.00285 1.126 
2457036.36542 -3.1472 0.0096 -3.7062 0.0155 -0.9151 0.0018 -0.5590 0.0182 2.2321 0.0097 2.7911 0.0156 0.00285 1.127 
