JD V-C s1 V-C1 s2 V-C2 s3 V-C3 s4 V-C4 s5 C-C1 s6 C-C2 s7 C-C3 s8 C-C4 s9 C1-C2 s10 C1-C3 s11 C1-C4 s12 C2-C3 s13 C2-C4 s14 C3-C4 s15 HELCOR AIRMASS 
Aperture: 3, Filter: I, JD: geocentric
2456972.33292 -4.9997 0.0233 -2.6076 0.0033 -6.0480 0.0452 -5.2403 0.0233 -5.2725 0.0245 2.3921 0.0235 -1.0483 0.0509 -0.2406 0.0330 -0.2728 0.0338 -3.4404 0.0453 -2.6327 0.0235 -2.6649 0.0247 0.8077 0.0509 0.7755 0.0514 -0.0322 0.0338 0.00333 1.531 
2456972.33360 -5.0096 0.0236 -2.5594 0.0032 -6.0773 0.0452 -5.3537 0.0260 -5.3026 0.0243 2.4502 0.0238 -1.0677 0.0510 -0.3441 0.0351 -0.2930 0.0339 -3.5179 0.0453 -2.7943 0.0262 -2.7432 0.0245 0.7236 0.0521 0.7747 0.0513 0.0511 0.0356 0.00333 1.528 
2456972.33427 -5.0120 0.0238 -2.5888 0.0032 -6.0097 0.0434 -5.2998 0.0240 -5.3536 0.0257 2.4232 0.0240 -0.9977 0.0495 -0.2878 0.0338 -0.3416 0.0350 -3.4209 0.0435 -2.7110 0.0242 -2.7648 0.0259 0.7099 0.0496 0.6561 0.0504 -0.0538 0.0352 0.00333 1.524 
2456972.33495 -4.9875 0.0212 -2.5232 0.0029 -6.0247 0.0401 -5.2658 0.0209 -5.2304 0.0203 2.4643 0.0214 -1.0372 0.0454 -0.2783 0.0298 -0.2429 0.0294 -3.5015 0.0402 -2.7426 0.0211 -2.7072 0.0205 0.7589 0.0452 0.7943 0.0449 0.0354 0.0291 0.00333 1.521 
2456972.33564 -4.9524 0.0195 -2.5415 0.0029 -6.0662 0.0384 -5.2196 0.0191 -5.2517 0.0196 2.4109 0.0197 -1.1138 0.0431 -0.2672 0.0273 -0.2993 0.0276 -3.5247 0.0385 -2.6781 0.0193 -2.7102 0.0198 0.8466 0.0429 0.8145 0.0431 -0.0321 0.0274 0.00333 1.517 
2456972.33632 -4.9543 0.0191 -2.5306 0.0028 -6.0149 0.0383 -5.2301 0.0196 -5.2746 0.0203 2.4237 0.0193 -1.0606 0.0428 -0.2758 0.0274 -0.3203 0.0279 -3.4843 0.0384 -2.6995 0.0198 -2.7440 0.0205 0.7848 0.0430 0.7403 0.0433 -0.0445 0.0282 0.00333 1.513 
2456972.33699 -4.9289 0.0188 -2.5372 0.0028 -6.0465 0.0389 -5.2523 0.0198 -5.2656 0.0199 2.3917 0.0190 -1.1176 0.0432 -0.3234 0.0273 -0.3367 0.0274 -3.5093 0.0390 -2.7151 0.0200 -2.7284 0.0201 0.7942 0.0436 0.7809 0.0437 -0.0133 0.0281 0.00333 1.510 
2456972.33767 -4.9258 0.0189 -2.5313 0.0028 -6.0317 0.0380 -5.2181 0.0192 -5.2537 0.0193 2.3945 0.0191 -1.1059 0.0424 -0.2923 0.0269 -0.3279 0.0270 -3.5004 0.0381 -2.6868 0.0194 -2.7224 0.0195 0.8136 0.0426 0.7780 0.0426 -0.0356 0.0272 0.00333 1.506 
2456972.33833 -4.9524 0.0207 -2.5298 0.0029 -6.0315 0.0391 -5.2215 0.0203 -5.2774 0.0212 2.4226 0.0209 -1.0791 0.0442 -0.2691 0.0290 -0.3250 0.0296 -3.5017 0.0392 -2.6917 0.0205 -2.7476 0.0214 0.8100 0.0441 0.7541 0.0445 -0.0559 0.0294 0.00333 1.503 
2456972.33901 -4.9009 0.0182 -2.4856 0.0027 -6.0018 0.0356 -5.2095 0.0188 -5.2575 0.0196 2.4153 0.0184 -1.1009 0.0400 -0.3086 0.0262 -0.3566 0.0267 -3.5162 0.0357 -2.7239 0.0190 -2.7719 0.0198 0.7923 0.0403 0.7443 0.0406 -0.0480 0.0272 0.00333 1.500 
2456972.33969 -4.9693 0.0185 -2.5460 0.0027 -6.0423 0.0336 -5.2570 0.0186 -5.2665 0.0186 2.4233 0.0187 -1.0730 0.0384 -0.2877 0.0262 -0.2972 0.0262 -3.4963 0.0337 -2.7110 0.0188 -2.7205 0.0188 0.7853 0.0384 0.7758 0.0384 -0.0095 0.0263 0.00333 1.496 
2456972.34037 -4.9630 0.0189 -2.5457 0.0027 -6.0222 0.0347 -5.2578 0.0193 -5.2924 0.0204 2.4173 0.0191 -1.0592 0.0395 -0.2948 0.0270 -0.3294 0.0278 -3.4765 0.0348 -2.7121 0.0195 -2.7467 0.0206 0.7644 0.0397 0.7298 0.0403 -0.0346 0.0281 0.00333 1.493 
2456972.34106 -4.9641 0.0191 -2.5170 0.0028 -5.9945 0.0366 -5.2164 0.0192 -5.2433 0.0189 2.4471 0.0193 -1.0304 0.0413 -0.2523 0.0271 -0.2792 0.0269 -3.4775 0.0367 -2.6994 0.0194 -2.7263 0.0191 0.7781 0.0413 0.7512 0.0412 -0.0269 0.0269 0.00333 1.489 
2456972.34173 -4.9597 0.0192 -2.5524 0.0028 -6.0161 0.0358 -5.2782 0.0193 -5.2614 0.0195 2.4073 0.0194 -1.0564 0.0406 -0.3185 0.0272 -0.3017 0.0274 -3.4637 0.0359 -2.7258 0.0195 -2.7090 0.0197 0.7379 0.0407 0.7547 0.0408 0.0168 0.0274 0.00333 1.486 
2456972.34240 -4.9201 0.0186 -2.5392 0.0028 -6.0088 0.0347 -5.2455 0.0186 -5.2299 0.0187 2.3809 0.0188 -1.0887 0.0394 -0.3254 0.0263 -0.3098 0.0264 -3.4696 0.0348 -2.7063 0.0188 -2.6907 0.0189 0.7633 0.0394 0.7789 0.0394 0.0156 0.0264 0.00333 1.483 
2456972.34306 -4.9870 0.0191 -2.5856 0.0028 -6.0798 0.0373 -5.3031 0.0198 -5.3211 0.0196 2.4014 0.0193 -1.0928 0.0419 -0.3161 0.0275 -0.3341 0.0274 -3.4942 0.0374 -2.7175 0.0200 -2.7355 0.0198 0.7767 0.0422 0.7587 0.0421 -0.0180 0.0279 0.00333 1.479 
2456972.34374 -4.9066 0.0186 -2.5004 0.0028 -5.9870 0.0360 -5.2364 0.0198 -5.2220 0.0192 2.4062 0.0188 -1.0804 0.0405 -0.3298 0.0272 -0.3154 0.0267 -3.4866 0.0361 -2.7360 0.0200 -2.7216 0.0194 0.7506 0.0411 0.7650 0.0408 0.0144 0.0276 0.00333 1.476 
2456972.34442 -4.9487 0.0181 -2.5292 0.0028 -5.9814 0.0341 -5.2857 0.0197 -5.2165 0.0189 2.4195 0.0183 -1.0327 0.0386 -0.3370 0.0268 -0.2678 0.0262 -3.4522 0.0342 -2.7565 0.0199 -2.6873 0.0191 0.6957 0.0394 0.7649 0.0390 0.0692 0.0273 0.00333 1.473 
2456972.34509 -4.9570 0.0185 -2.5743 0.0027 -6.0018 0.0358 -5.2963 0.0191 -5.2707 0.0191 2.3827 0.0187 -1.0448 0.0403 -0.3393 0.0266 -0.3137 0.0266 -3.4275 0.0359 -2.7220 0.0193 -2.6964 0.0193 0.7055 0.0406 0.7311 0.0406 0.0256 0.0270 0.00333 1.469 
2456972.34577 -4.8996 0.0188 -2.4746 0.0027 -5.9811 0.0352 -5.1908 0.0179 -5.2066 0.0182 2.4250 0.0190 -1.0815 0.0399 -0.2912 0.0260 -0.3070 0.0262 -3.5065 0.0353 -2.7162 0.0181 -2.7320 0.0184 0.7903 0.0395 0.7745 0.0396 -0.0158 0.0255 0.00333 1.466 
2456972.34650 -4.8921 0.0179 -2.4793 0.0026 -5.9534 0.0333 -5.2103 0.0176 -5.2075 0.0180 2.4128 0.0181 -1.0613 0.0378 -0.3182 0.0251 -0.3154 0.0254 -3.4741 0.0334 -2.7310 0.0178 -2.7282 0.0182 0.7431 0.0377 0.7459 0.0379 0.0028 0.0252 0.00333 1.463 
2456972.34718 -4.8745 0.0177 -2.4422 0.0026 -5.8933 0.0310 -5.1244 0.0165 -5.1406 0.0174 2.4323 0.0179 -1.0188 0.0357 -0.2499 0.0242 -0.2661 0.0248 -3.4511 0.0311 -2.6822 0.0167 -2.6984 0.0176 0.7689 0.0351 0.7527 0.0355 -0.0162 0.0240 0.00333 1.459 
2456972.34786 -4.8556 0.0173 -2.4593 0.0026 -6.0214 0.0337 -5.1761 0.0165 -5.1971 0.0168 2.3963 0.0175 -1.1658 0.0379 -0.3205 0.0239 -0.3415 0.0241 -3.5621 0.0338 -2.7168 0.0167 -2.7378 0.0170 0.8453 0.0375 0.8243 0.0377 -0.0210 0.0235 0.00333 1.456 
2456972.34858 -4.8876 0.0167 -2.5076 0.0025 -5.9680 0.0314 -5.2035 0.0169 -5.2346 0.0174 2.3800 0.0169 -1.0804 0.0356 -0.3159 0.0238 -0.3470 0.0241 -3.4604 0.0315 -2.6959 0.0171 -2.7270 0.0176 0.7645 0.0357 0.7334 0.0359 -0.0311 0.0243 0.00333 1.453 
2456972.34925 -4.8633 0.0162 -2.4289 0.0024 -5.9046 0.0292 -5.1505 0.0159 -5.1706 0.0163 2.4344 0.0164 -1.0413 0.0334 -0.2872 0.0227 -0.3073 0.0230 -3.4757 0.0293 -2.7216 0.0161 -2.7417 0.0165 0.7541 0.0332 0.7340 0.0334 -0.0201 0.0228 0.00333 1.450 
2456972.34991 -4.8876 0.0165 -2.4823 0.0025 -5.9614 0.0302 -5.2273 0.0161 -5.2210 0.0162 2.4053 0.0167 -1.0738 0.0344 -0.3397 0.0231 -0.3334 0.0231 -3.4791 0.0303 -2.7450 0.0163 -2.7387 0.0164 0.7341 0.0342 0.7404 0.0343 0.0063 0.0228 0.00333 1.447 
2456972.35058 -4.8547 0.0161 -2.4736 0.0025 -5.9279 0.0283 -5.1675 0.0151 -5.1942 0.0157 2.3811 0.0163 -1.0732 0.0326 -0.3128 0.0221 -0.3395 0.0225 -3.4543 0.0284 -2.6939 0.0153 -2.7206 0.0159 0.7604 0.0321 0.7337 0.0324 -0.0267 0.0218 0.00333 1.443 
2456972.35192 -4.8111 0.0154 -2.4121 0.0024 -5.9365 0.0299 -5.1122 0.0147 -5.1388 0.0159 2.3990 0.0156 -1.1254 0.0336 -0.3011 0.0213 -0.3277 0.0221 -3.5244 0.0300 -2.7001 0.0149 -2.7267 0.0161 0.8243 0.0333 0.7977 0.0339 -0.0266 0.0217 0.00333 1.437 
2456972.35260 -4.9830 0.0168 -2.5431 0.0024 -6.0043 0.0292 -5.2456 0.0155 99.9999 9.9999 2.4399 0.0170 -1.0213 0.0337 -0.2626 0.0229 99.9999 9.9999 -3.4612 0.0293 -2.7025 0.0157 99.9999 9.9999 0.7587 0.0331 99.9999 9.9999 99.9999 9.9999 0.00333 1.434 
2456972.35397 -4.8251 0.0158 -2.4333 0.0024 -5.9370 0.0288 -5.1315 0.0147 99.9999 9.9999 2.3918 0.0160 -1.1119 0.0328 -0.3064 0.0216 99.9999 9.9999 -3.5037 0.0289 -2.6982 0.0149 99.9999 9.9999 0.8055 0.0323 99.9999 9.9999 99.9999 9.9999 0.00333 1.428 
2456972.35466 -4.9017 0.0166 -2.4872 0.0024 -5.9257 0.0269 -5.2038 0.0147 99.9999 9.9999 2.4145 0.0168 -1.0240 0.0316 -0.3021 0.0222 99.9999 9.9999 -3.4385 0.0270 -2.7166 0.0149 99.9999 9.9999 0.7219 0.0307 99.9999 9.9999 99.9999 9.9999 0.00333 1.425 
2456972.35591 -4.8667 0.0157 -2.4578 0.0024 -5.9346 0.0286 -5.1769 0.0152 99.9999 9.9999 2.4089 0.0159 -1.0679 0.0326 -0.3102 0.0219 99.9999 9.9999 -3.4768 0.0287 -2.7191 0.0154 99.9999 9.9999 0.7577 0.0324 99.9999 9.9999 99.9999 9.9999 0.00333 1.419 
2456972.35674 -5.0811 0.0423 -2.5757 0.0049 99.9999 9.9999 -5.3431 0.0446 -5.3922 0.0480 2.5054 0.0426 99.9999 9.9999 -0.2620 0.0615 -0.3111 0.0640 99.9999 9.9999 -2.7674 0.0448 -2.8165 0.0482 99.9999 9.9999 99.9999 9.9999 -0.0491 0.0655 0.00333 1.415 
2456972.35770 -5.0650 0.0394 -2.6480 0.0050 -6.1548 0.0842 -5.4067 0.0438 -5.3666 0.0428 2.4170 0.0397 -1.0898 0.0930 -0.3417 0.0589 -0.3016 0.0582 -3.5068 0.0843 -2.7587 0.0441 -2.7186 0.0431 0.7481 0.0949 0.7882 0.0945 0.0401 0.0612 0.00333 1.411 
2456972.35827 -5.1076 0.0411 -2.6431 0.0050 -6.0872 0.0812 -5.3870 0.0454 -5.3284 0.0436 2.4645 0.0414 -0.9796 0.0910 -0.2794 0.0612 -0.2208 0.0599 -3.4441 0.0813 -2.7439 0.0457 -2.6853 0.0439 0.7002 0.0930 0.7588 0.0922 0.0586 0.0629 0.00333 1.409 
2456972.35884 -5.1421 0.0432 -2.6249 0.0049 -6.1273 0.0843 -5.3961 0.0448 -5.3837 0.0444 2.5172 0.0435 -0.9852 0.0947 -0.2540 0.0622 -0.2416 0.0619 -3.5024 0.0844 -2.7712 0.0451 -2.7588 0.0447 0.7312 0.0955 0.7436 0.0953 0.0124 0.0631 0.00333 1.406 
2456972.35940 -5.0239 0.0373 99.9999 9.9999 -6.1335 0.0856 -5.3229 0.0431 -5.3612 0.0459 99.9999 9.9999 -1.1096 0.0934 -0.2990 0.0570 -0.3373 0.0591 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 0.8106 0.0958 0.7723 0.0971 -0.0383 0.0630 0.00333 1.404 
2456972.35997 -5.0955 0.0408 -2.6290 0.0048 -6.0687 0.0804 -5.3296 0.0413 -5.3586 0.0451 2.4665 0.0411 -0.9732 0.0902 -0.2341 0.0581 -0.2631 0.0608 -3.4397 0.0805 -2.7006 0.0416 -2.7296 0.0453 0.7391 0.0904 0.7101 0.0922 -0.0290 0.0612 0.00333 1.401 
2456972.36053 -5.0793 0.0402 -2.6308 0.0049 -6.1884 0.0897 -5.3283 0.0427 -5.3665 0.0464 2.4485 0.0405 -1.1091 0.0983 -0.2490 0.0586 -0.2872 0.0614 -3.5576 0.0898 -2.6975 0.0430 -2.7357 0.0466 0.8601 0.0993 0.8219 0.1010 -0.0382 0.0631 0.00333 1.399 
2456972.36109 -5.1484 0.0412 -2.6701 0.0050 -6.1532 0.0861 -5.4098 0.0437 99.9999 9.9999 2.4783 0.0415 -1.0048 0.0954 -0.2614 0.0601 99.9999 9.9999 -3.4831 0.0862 -2.7397 0.0440 99.9999 9.9999 0.7434 0.0966 99.9999 9.9999 99.9999 9.9999 0.00333 1.396 
2456972.36165 -5.0886 0.0381 -2.6431 0.0049 -6.2251 0.0928 -5.3860 0.0430 -5.3429 0.0432 2.4455 0.0384 -1.1365 0.1003 -0.2974 0.0575 -0.2543 0.0576 -3.5820 0.0929 -2.7429 0.0433 -2.6998 0.0435 0.8391 0.1023 0.8822 0.1024 0.0431 0.0610 0.00333 1.394 
2456972.36222 -5.1167 0.0403 -2.6660 0.0049 -6.1479 0.0846 -5.4070 0.0443 -5.4274 0.0453 2.4507 0.0406 -1.0312 0.0937 -0.2903 0.0599 -0.3107 0.0606 -3.4819 0.0847 -2.7410 0.0446 -2.7614 0.0456 0.7409 0.0955 0.7205 0.0960 -0.0204 0.0634 0.00333 1.392 
2456972.36277 -5.0568 0.0385 99.9999 9.9999 -6.3265 0.1000 -5.3202 0.0407 -5.4380 0.0462 99.9999 9.9999 -1.2697 0.1072 -0.2634 0.0560 -0.3812 0.0601 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 1.0063 0.1080 0.8885 0.1102 -0.1178 0.0616 0.00333 1.389 
2456972.36334 -5.1009 0.0411 -2.6277 0.0049 -6.0513 0.0762 -5.3627 0.0422 -5.3443 0.0429 2.4732 0.0414 -0.9504 0.0866 -0.2618 0.0589 -0.2434 0.0594 -3.4236 0.0764 -2.7350 0.0425 -2.7166 0.0432 0.6886 0.0871 0.7070 0.0874 0.0184 0.0602 0.00333 1.387 
2456972.36391 -5.0774 0.0401 -2.6341 0.0049 -6.0173 0.0765 -5.3696 0.0425 -5.4196 0.0450 2.4433 0.0404 -0.9399 0.0864 -0.2922 0.0584 -0.3422 0.0603 -3.3832 0.0767 -2.7355 0.0428 -2.7855 0.0453 0.6477 0.0875 0.5977 0.0888 -0.0500 0.0619 0.00333 1.384 
2456972.36446 -5.1409 0.0422 -2.6402 0.0050 99.9999 9.9999 -5.3516 0.0428 -5.4080 0.0462 2.5007 0.0425 99.9999 9.9999 -0.2107 0.0601 -0.2671 0.0626 99.9999 9.9999 -2.7114 0.0431 -2.7678 0.0465 99.9999 9.9999 99.9999 9.9999 -0.0564 0.0630 0.00333 1.382 
2456972.36503 -5.0784 0.0386 -2.6708 0.0049 -6.2016 0.0879 -5.3885 0.0444 -5.4524 0.0465 2.4076 0.0389 -1.1232 0.0960 -0.3101 0.0588 -0.3740 0.0604 -3.5308 0.0880 -2.7177 0.0447 -2.7816 0.0467 0.8131 0.0985 0.7492 0.0994 -0.0639 0.0643 0.00333 1.380 
2456972.36558 -5.0765 0.0380 99.9999 9.9999 -6.1684 0.0836 -5.3678 0.0438 -5.4767 0.0487 99.9999 9.9999 -1.0919 0.0918 -0.2913 0.0580 -0.4002 0.0618 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 0.8006 0.0944 0.6917 0.0968 -0.1089 0.0655 0.00333 1.377 
2456972.36615 -5.1151 0.0395 -2.6730 0.0050 -6.2653 0.0927 -5.3620 0.0408 -5.4113 0.0448 2.4421 0.0398 -1.1502 0.1008 -0.2469 0.0568 -0.2962 0.0597 -3.5923 0.0928 -2.6890 0.0411 -2.7383 0.0451 0.9033 0.1013 0.8540 0.1030 -0.0493 0.0606 0.00333 1.375 
2456972.36671 -5.1135 0.0400 -2.6615 0.0049 -6.2198 0.0889 -5.4141 0.0431 -5.3555 0.0432 2.4520 0.0403 -1.1063 0.0975 -0.3006 0.0588 -0.2420 0.0589 -3.5583 0.0890 -2.7526 0.0434 -2.6940 0.0435 0.8057 0.0988 0.8643 0.0988 0.0586 0.0610 0.00333 1.373 
2456972.36727 -5.0863 0.0389 -2.6732 0.0051 -6.2765 0.0983 -5.4574 0.0466 -5.4149 0.0449 2.4131 0.0392 -1.1902 0.1057 -0.3711 0.0607 -0.3286 0.0594 -3.6033 0.0984 -2.7842 0.0469 -2.7417 0.0452 0.8191 0.1088 0.8616 0.1081 0.0425 0.0647 0.00333 1.370 
2456972.36783 -5.0907 0.0380 -2.6285 0.0048 -6.1906 0.0858 -5.3833 0.0438 -5.4365 0.0439 2.4622 0.0383 -1.0999 0.0938 -0.2926 0.0580 -0.3458 0.0581 -3.5621 0.0859 -2.7548 0.0441 -2.8080 0.0442 0.8073 0.0963 0.7541 0.0964 -0.0532 0.0620 0.00333 1.368 
2456972.36840 -5.1129 0.0398 -2.6581 0.0049 99.9999 9.9999 -5.3420 0.0406 -5.3744 0.0431 2.4548 0.0401 99.9999 9.9999 -0.2291 0.0569 -0.2615 0.0587 99.9999 9.9999 -2.6839 0.0409 -2.7163 0.0434 99.9999 9.9999 99.9999 9.9999 -0.0324 0.0592 0.00333 1.366 
2456972.36896 -5.0502 0.0390 -2.6225 0.0049 99.9999 9.9999 -5.3293 0.0414 -5.4206 0.0448 2.4277 0.0393 99.9999 9.9999 -0.2791 0.0569 -0.3704 0.0594 99.9999 9.9999 -2.7068 0.0417 -2.7981 0.0451 99.9999 9.9999 99.9999 9.9999 -0.0913 0.0610 0.00333 1.364 
2456972.36952 -5.0824 0.0379 99.9999 9.9999 -6.2326 0.0883 -5.3862 0.0425 -5.4014 0.0446 99.9999 9.9999 -1.1502 0.0961 -0.3038 0.0569 -0.3190 0.0585 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 0.8464 0.0980 0.8312 0.0989 -0.0152 0.0616 0.00333 1.361 
2456972.37009 -5.1409 0.0405 -2.6870 0.0049 -6.0862 0.0782 -5.3505 0.0418 -5.4504 0.0452 2.4539 0.0408 -0.9453 0.0881 -0.2096 0.0582 -0.3095 0.0607 -3.3992 0.0783 -2.6635 0.0421 -2.7634 0.0455 0.7357 0.0887 0.6358 0.0903 -0.0999 0.0616 0.00333 1.359 
2456972.37065 -5.1059 0.0400 -2.6487 0.0049 -6.0643 0.0774 -5.3945 0.0447 -5.4916 0.0480 2.4572 0.0403 -0.9584 0.0871 -0.2886 0.0600 -0.3857 0.0625 -3.4156 0.0775 -2.7458 0.0450 -2.8429 0.0482 0.6698 0.0894 0.5727 0.0911 -0.0971 0.0656 0.00333 1.357 
2456972.37122 -5.1515 0.0381 -2.7007 0.0049 -6.1228 0.0811 -5.4008 0.0421 -5.4194 0.0429 2.4508 0.0384 -0.9713 0.0896 -0.2493 0.0568 -0.2679 0.0574 -3.4221 0.0812 -2.7001 0.0424 -2.7187 0.0432 0.7220 0.0914 0.7034 0.0917 -0.0186 0.0601 0.00333 1.355 
2456972.37181 -5.0735 0.0376 -2.6600 0.0049 -6.0678 0.0717 -5.4429 0.0440 -5.4594 0.0435 2.4135 0.0379 -0.9943 0.0810 -0.3694 0.0579 -0.3859 0.0575 -3.4078 0.0719 -2.7829 0.0443 -2.7994 0.0438 0.6249 0.0841 0.6084 0.0839 -0.0165 0.0619 0.00333 1.352 
2456972.37239 -5.1079 0.0387 -2.6651 0.0050 99.9999 9.9999 -5.3522 0.0430 -5.3859 0.0441 2.4428 0.0390 99.9999 9.9999 -0.2443 0.0579 -0.2780 0.0587 99.9999 9.9999 -2.6871 0.0433 -2.7208 0.0444 99.9999 9.9999 99.9999 9.9999 -0.0337 0.0616 0.00333 1.350 
2456972.37298 -5.1220 0.0399 -2.6455 0.0049 -6.1719 0.0833 -5.3765 0.0424 -5.4420 0.0457 2.4765 0.0402 -1.0499 0.0924 -0.2545 0.0582 -0.3200 0.0607 -3.5264 0.0834 -2.7310 0.0427 -2.7965 0.0460 0.7954 0.0935 0.7299 0.0950 -0.0655 0.0623 0.00333 1.348 
2456972.37356 -5.1158 0.0390 -2.6773 0.0049 -6.1064 0.0779 -5.3701 0.0429 -5.3626 0.0411 2.4385 0.0393 -0.9906 0.0871 -0.2543 0.0580 -0.2468 0.0567 -3.4291 0.0780 -2.6928 0.0432 -2.6853 0.0414 0.7363 0.0889 0.7438 0.0881 0.0075 0.0594 0.00333 1.345 
2456972.37414 -5.1180 0.0398 99.9999 9.9999 -6.1516 0.0833 -5.3994 0.0431 -5.3835 0.0432 99.9999 9.9999 -1.0336 0.0923 -0.2814 0.0587 -0.2655 0.0587 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 0.7522 0.0938 0.7681 0.0938 0.0159 0.0610 0.00333 1.343 
2456972.37470 -5.1338 0.0401 -2.7034 0.0050 -6.1251 0.0753 -5.3315 0.0409 -5.4520 0.0461 2.4304 0.0404 -0.9913 0.0853 -0.1977 0.0573 -0.3182 0.0611 -3.4217 0.0755 -2.6281 0.0412 -2.7486 0.0464 0.7936 0.0857 0.6731 0.0883 -0.1205 0.0616 0.00333 1.341 
2456972.37528 -5.0864 0.0411 -2.6572 0.0051 99.9999 9.9999 -5.3967 0.0427 -5.3718 0.0419 2.4292 0.0414 99.9999 9.9999 -0.3103 0.0593 -0.2854 0.0587 99.9999 9.9999 -2.7395 0.0430 -2.7146 0.0422 99.9999 9.9999 99.9999 9.9999 0.0249 0.0598 0.00333 1.339 
2456972.37587 -5.1408 0.0407 -2.6768 0.0051 99.9999 9.9999 -5.4127 0.0452 -5.3810 0.0444 2.4640 0.0410 99.9999 9.9999 -0.2719 0.0608 -0.2402 0.0602 99.9999 9.9999 -2.7359 0.0455 -2.7042 0.0447 99.9999 9.9999 99.9999 9.9999 0.0317 0.0634 0.00333 1.336 
2456972.37644 -5.1008 0.0393 -2.6574 0.0049 -6.1104 0.0786 -5.3679 0.0428 -5.4027 0.0440 2.4434 0.0396 -1.0096 0.0879 -0.2671 0.0581 -0.3019 0.0590 -3.4530 0.0787 -2.7105 0.0431 -2.7453 0.0443 0.7425 0.0895 0.7077 0.0901 -0.0348 0.0614 0.00333 1.334 
2456972.37702 -5.1369 0.0409 -2.6833 0.0051 99.9999 9.9999 -5.4056 0.0463 -5.3963 0.0433 2.4536 0.0412 99.9999 9.9999 -0.2687 0.0618 -0.2594 0.0596 99.9999 9.9999 -2.7223 0.0466 -2.7130 0.0436 99.9999 9.9999 99.9999 9.9999 0.0093 0.0634 0.00334 1.332 
2456972.37761 -5.0849 0.0390 -2.7121 0.0050 -6.0179 0.0712 -5.3338 0.0407 -5.4309 0.0441 2.3728 0.0393 -0.9330 0.0812 -0.2489 0.0564 -0.3460 0.0589 -3.3058 0.0714 -2.6217 0.0410 -2.7188 0.0444 0.6841 0.0820 0.5870 0.0838 -0.0971 0.0600 0.00334 1.330 
2456972.37819 -5.1097 0.0385 -2.6818 0.0050 99.9999 9.9999 -5.4777 0.0461 -5.4603 0.0468 2.4279 0.0388 99.9999 9.9999 -0.3680 0.0601 -0.3506 0.0606 99.9999 9.9999 -2.7959 0.0464 -2.7785 0.0471 99.9999 9.9999 99.9999 9.9999 0.0174 0.0657 0.00334 1.328 
2456972.37877 -5.1298 0.0405 -2.6686 0.0049 -6.0852 0.0782 -5.3823 0.0431 -5.3166 0.0408 2.4612 0.0408 -0.9554 0.0881 -0.2525 0.0591 -0.1868 0.0575 -3.4166 0.0783 -2.7137 0.0434 -2.6480 0.0411 0.7029 0.0893 0.7686 0.0882 0.0657 0.0593 0.00334 1.325 
2456972.37939 -5.1670 0.0398 -2.6852 0.0048 -6.2537 0.0870 -5.3837 0.0419 -5.4048 0.0433 2.4818 0.0401 -1.0867 0.0957 -0.2167 0.0578 -0.2378 0.0588 -3.5685 0.0871 -2.6985 0.0422 -2.7196 0.0436 0.8700 0.0966 0.8489 0.0972 -0.0211 0.0603 0.00334 1.323 
2456972.37996 -5.1250 0.0399 -2.6858 0.0049 99.9999 9.9999 -5.4322 0.0453 -5.4336 0.0453 2.4392 0.0402 99.9999 9.9999 -0.3072 0.0604 -0.3086 0.0604 99.9999 9.9999 -2.7464 0.0456 -2.7478 0.0456 99.9999 9.9999 99.9999 9.9999 -0.0014 0.0641 0.00334 1.321 
2456972.38053 -5.1664 0.0421 -2.6791 0.0049 99.9999 9.9999 -5.4297 0.0461 -5.3522 0.0436 2.4873 0.0424 99.9999 9.9999 -0.2633 0.0624 -0.1858 0.0606 99.9999 9.9999 -2.7506 0.0463 -2.6731 0.0439 99.9999 9.9999 99.9999 9.9999 0.0775 0.0635 0.00334 1.319 
2456972.38109 -5.1965 0.0401 -2.6946 0.0048 -6.2501 0.0807 -5.4767 0.0436 -5.4825 0.0430 2.5019 0.0404 -1.0536 0.0901 -0.2802 0.0592 -0.2860 0.0588 -3.5555 0.0808 -2.7821 0.0439 -2.7879 0.0433 0.7734 0.0917 0.7676 0.0914 -0.0058 0.0612 0.00334 1.317 
2456972.38168 -5.1244 0.0378 -2.6913 0.0049 -6.2457 0.0840 -5.3841 0.0408 -5.3845 0.0421 2.4331 0.0381 -1.1213 0.0921 -0.2597 0.0556 -0.2601 0.0566 -3.5544 0.0841 -2.6928 0.0411 -2.6932 0.0424 0.8616 0.0934 0.8612 0.0940 -0.0004 0.0586 0.00334 1.315 
2456972.38227 -5.1258 0.0382 -2.6867 0.0048 99.9999 9.9999 -5.3916 0.0432 -5.4479 0.0436 2.4391 0.0385 99.9999 9.9999 -0.2658 0.0577 -0.3221 0.0580 99.9999 9.9999 -2.7049 0.0435 -2.7612 0.0439 99.9999 9.9999 99.9999 9.9999 -0.0563 0.0614 0.00334 1.312 
